"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 06, 2025","91,867.5","91,075.0","93,222.5","90,445.0","1.69K","1.03%"
"Mar 05, 2025","90,935.0","87,825.0","91,530.0","86,750.0","9.65K","4.13%"
"Mar 04, 2025","87,330.0","86,970.0","89,380.0","81,815.0","14.11K","1.18%"
"Mar 03, 2025","86,315.0","95,000.0","95,705.0","85,485.0","14.92K","1.97%"
"Feb 28, 2025","84,650.0","84,965.0","85,720.0","78,675.0","17.88K","1.53%"
"Feb 27, 2025","83,375.0","84,250.0","87,015.0","82,600.0","8.59K","-1.08%"
"Feb 26, 2025","84,285.0","88,695.0","89,285.0","82,185.0","15.94K","-4.73%"
"Feb 25, 2025","88,465.0","93,325.0","93,325.0","86,205.0","17.93K","-6.42%"
"Feb 24, 2025","94,530.0","96,315.0","97,255.0","94,090.0","9.09K","-0.80%"
"Feb 21, 2025","95,295.0","99,320.0","100,450.0","95,210.0","12.98K","-4.15%"
"Feb 20, 2025","99,425.0","97,620.0","99,720.0","97,580.0","7.43K","2.49%"
"Feb 19, 2025","97,010.0","95,875.0","97,605.0","95,870.0","5.52K","2.39%"
"Feb 18, 2025","94,750.0","97,865.0","97,865.0","94,005.0","6.60K","-2.88%"
"Feb 14, 2025","97,555.0","96,640.0","99,350.0","96,440.0","9.91K","1.08%"
"Feb 13, 2025","96,510.0","98,300.0","98,440.0","95,370.0","10.73K","-0.91%"
"Feb 12, 2025","97,395.0","95,925.0","98,295.0","94,285.0","9.60K","2.06%"
"Feb 11, 2025","95,425.0","97,725.0","98,960.0","95,065.0","8.94K","-2.31%"
"Feb 10, 2025","97,680.0","95,990.0","98,755.0","95,505.0","7.18K","1.76%"
"Feb 07, 2025","95,990.0","97,260.0","100,765.0","95,890.0","11.79K","-1.33%"
"Feb 06, 2025","97,285.0","96,990.0","99,765.0","96,030.0","9.26K","-0.43%"